names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
BOGA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.1,Eastern	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Teraic,EasternTera	11.00	12.80	10000		bvw	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3rta	C3p	XXX	XXX	XXX	XXX	XXX	nifa	tind~a	XXX	x3da7a	j3Ng~3r	3ft3	XXX	sow37a	XXX	XXX	pom3	XXX	fw~3ra	ala	XXX	XXX	mb~uxw~omta	XXX	XXX	XXX	XXX	Limata	xw~3nita	xireNa	XXX	Landa	xanSund~a	XXX	XXX	wedi	XXX	XXX	XXX	bubi	XXX	mw~anat3	Sada	XXX	XXX	nedi	Simi	XXX	XXX	meri	XXX	XXX	XXX	XXX	bedi	XXX	XXX	XXX	XXX	XXX	fara	XXX	x3nd~3ra7a	ama	XXX	x3nNgw$iya	XXX	XXX	XXX	XXX	xw~3t3	XXX	XXX	band~a	Solat3	XXX	XXX	XXX	XXX	XXX	fidikt3	XXX	XXX	XXX	yiwak3n	XXX	XXX	XXX	Lima
BUDUMA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,B,B.1,Buduma	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Kotoko-Buduma	13.05	14.05	54800	bud	bdm	ndou, dau, do	na, nem	domu, danai	XXX	XXX	XXX	XXX	XXX	XXX	XXX	kete	ki	XXX	XXX	XXX	XXX	XXX	XXX	ki	XXX	keli	hate, kari	wanai	XXX	kalu wane	XXX	XXX	fou, Turgu, konda	XXX	Ti	hai	XXX	XXX	kami	XXX	XXX	XXX	XXX	homu	yil	Tinai	XXX	henai	telam	XXX	XXX	a5i, noNgurom, NgorumNgorum	yumai	XXX	XXX	koyei, boge	XXX	hoxinde	hi	XXX	XXX	me	haNge, hamai	XXX	XXX	mate	XXX	XXX	XXX	XXX	u	XXX	XXX	XXX	XXX	XXX	ayi	XXX	hilogu	kamai	XXX	kau	XXX	XXX	XXX	XXX	au	XXX	XXX	debel, turbo	kau	XXX	XXX	XXX	XXX	XXX	kenum	XXX	XXX	XXX	bilin	XXX	XXX	XXX	hemu
BURA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.2,1	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Buraic	10.50	12.25	482000	bpa	bwr	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nt~aN	suda	XXX	XXX	XXX	XXX	XXX	mda	k3lfa	XXX	kila	jankar	mfw~a, ucum	XXX	Lali	XXX	XXX	k3s3m	XXX	mamSi	daxy~u	XXX	XXX	LiLi	XXX	XXX	XXX	XXX	Lim	nCa	kuCir	XXX	xir	ky~ENgy$Er	XXX	XXX	bunj~i	XXX	XXX	XXX	u7w~a	XXX	mira	yimi	XXX	XXX	wuta	ngata	XXX	XXX	takur k3Li, kumti	XXX	XXX	XXX	XXX	si	XXX	XXX	XXX	XXX	XXX	pri	XXX	s3silka	xula	XXX	XXX	XXX	XXX	XXX	XXX	u7u	XXX	XXX	laku	py~Ela	XXX	XXX	XXX	XXX	XXX	viri	XXX	XXX	XXX	bilin	XXX	XXX	XXX	Lim
BUWAL	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.7	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Dabaic,Buwal-Gavar	10.67	13.92	10000		bhs	sa	xw~a	xece	XXX	XXX	XXX	XXX	XXX	XXX	XXX	teNgwleN	gb~ak	XXX	XXX	XXX	XXX	XXX	xece	nklef	XXX	xza	msed	mpe	XXX	veced	XXX	XXX	bkw~la	XXX	mb~amb~az	kerNgeL	XXX	XXX	faram, tetene	XXX	XXX	XXX	XXX	Lam	nce	mcar	XXX	LdeN	ganana	XXX	XXX	matakw~takw~a	ra	XXX	XXX	wa	XXX	namnam	sa	XXX	XXX	gre	Lme	XXX	XXX	mac	XXX	XXX	XXX	XXX	ndaxa	XXX	XXX	XXX	XXX	XXX	pes	XXX	gamLa	yam	XXX	nkdaN	XXX	XXX	XXX	XXX	kw~ahwaw	XXX	XXX	taf	barla	XXX	XXX	XXX	XXX	XXX	zadaw	XXX	XXX	be	mewe	XXX	XXX	XXX	Lam
CIBAK	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.2,1	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Buraic	11.16	12.76	200000		ckl	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	t3N, patu	sudE	XXX	XXX	XXX	XXX	XXX	nda	kw~ulfa	XXX	kiya	Ngy$ak3l	fw~E7	XXX	Lali	XXX	XXX	kw~uci	XXX	maSi	daxi	XXX	XXX	t3mbulE	XXX	XXX	XXX	XXX	L3ma	n3sa	kw~uc3r	XXX	xir	kany~ar, ka5ar	XXX	XXX	bw~unai	XXX	XXX	XXX	u7w~a	XXX	midE	cu gu sa	XXX	XXX	wuti	ngati	XXX	XXX	nt~i	XXX	XXX	XXX	XXX	si	XXX	XXX	XXX	XXX	XXX	c3ci	XXX	camb~iya	yimi	XXX	paya	XXX	XXX	XXX	XXX	zu7u	XXX	XXX	uawalE	paya	XXX	XXX	XXX	XXX	XXX	v3ri	XXX	XXX	XXX	b3lin	XXX	XXX	XXX	L3ma
CINENI	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic,Gudufic	11.10	13.78	3000		cie	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	pala	buwa	XXX	XXX	XXX	XXX	XXX	wuda	k3l3te	XXX	x3da	CaCa	wofa, wulana	XXX	m3sa, m3san	XXX	XXX	ozuwa	XXX	viZa	LaLa	XXX	XXX	d3rawa	XXX	XXX	XXX	XXX	Limiya	gy~iya	x3t3ra	XXX	Lirda	iraxa	XXX	XXX	xw~unja	XXX	XXX	XXX	wuba	XXX	irva	xuboka	XXX	XXX	naxakena	Cinakena	XXX	XXX	amsx~aya	XXX	XXX	XXX	XXX	sax3na	XXX	XXX	XXX	XXX	XXX	faCiya	XXX	kw~aLaLa	yuwa	XXX	kura	XXX	XXX	XXX	XXX	kara	XXX	XXX	ula	xuba	XXX	XXX	XXX	XXX	XXX	videya	XXX	XXX	XXX	d3lana	XXX	XXX	XXX	d3xa
CUVOK	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.5	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Matakam,Mefele-Cuvok	10.67	14.00	5000		cuv	yE	ka	and~a, and~akw~o	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ECEw	XXX	XXX	XXX	XXX	XXX	XXX	klEf	XXX	XXX	tEnd~3dEy	XXX	XXX	g3mLak	XXX	XXX	mb~al	XXX	bEmb~EZ	LaLar	XXX	XXX	drEm	XXX	XXX	XXX	XXX	L3may	nd~Ey	h3taN	XXX	LEN	XXX	XXX	XXX	Ngw$urmEC	ha	XXX	XXX	rav	XXX	mb~3da	masay	XXX	XXX	mawalay	mECney	XXX	XXX	XXX	XXX	XXX	XXX	XXX	mEdEkEy	XXX	XXX	XXX	XXX	XXX	pas	XXX	mEnj~ 3LE	yam	XXX	kEkEN	XXX	XXX	XXX	XXX	g3da, kw~okw~ow	XXX	XXX	CivEy	wudam	XXX	XXX	XXX	XXX	XXX	vad	XXX	XXX	man3ha wEh	waya	XXX	XXX	XXX	mEZElEy
DABA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.7	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Dabaic,Daba-Mazagway-Kola	10.17	13.75	25000	dab	dbq	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	t3k3n	s3r3y	XXX	XXX	XXX	XXX	XXX	hidi	kilif	XXX	x3za	mb~3rguC	wideN	XXX	vedit	XXX	XXX	bokula	XXX	bibiZ	geng3r38	XXX	XXX	fal3m	XXX	XXX	XXX	XXX	8imi	h3ra	miCin	XXX	nd~iN	g3na	XXX	XXX	mitikiSem	XXX	XXX	XXX	wa	XXX	ninap	su	XXX	XXX	lima	8imi	XXX	XXX	muC	XXX	XXX	XXX	XXX	ya	XXX	XXX	XXX	XXX	XXX	piC	XXX	g3m8a	yim	XXX	wure gugun	XXX	XXX	XXX	XXX	ku	XXX	XXX	kat3f	gugun m3de	XXX	XXX	XXX	XXX	XXX	vudu	XXX	XXX	XXX	yiwun	XXX	XXX	XXX	8imi
DABA_DKX	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.7	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Dabaic,Daba-Mazagway-Kola	10.17	13.75	35000	dab	dkx	kata	ha, ho	hikwan	XXX	XXX	XXX	XXX	XXX	XXX	XXX	takan	saray	XXX	XXX	XXX	XXX	XXX	hiddi	klif	XXX	haza	mb3rT3	pay	XXX	vedid	XXX	XXX	bugula	XXX	bibiz	tringiZ	XXX	XXX	falam Za	XXX	XXX	XXX	XXX	Zim	ri	miTin	XXX	ndiN	gana	XXX	XXX	mittimbiz, dudugus	Ng3r	XXX	XXX	n3v, wa	XXX	n3mam	sa	XXX	XXX	lim	Zim	XXX	XXX	muc	XXX	XXX	XXX	XXX	ya	XXX	XXX	XXX	XXX	XXX	pic	XXX	TiTuZerek	y3m	XXX	gugun	XXX	XXX	XXX	XXX	kwuh	XXX	XXX	maZakutuf	wurum	XXX	XXX	XXX	XXX	XXX	vudu	XXX	XXX	XXX	ndawyan	XXX	XXX	XXX	Zim
DGHWEDE	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic	11.00	13.67	30000		dgh	TiTe	kaTa	mure	XXX	XXX	XXX	XXX	XXX	XXX	XXX	tekw~e, titkw~e	miTe	XXX	XXX	XXX	XXX	XXX	XXX	klfe	XXX	gde	XXX	ufa	XXX	XXX	XXX	XXX	vage	XXX	gw~za7a	LaLa	XXX	XXX	XXX	XXX	XXX	XXX	XXX	L3me	nd~e	xtire	XXX	Lire	raxe	XXX	XXX	gw~iZe	dava	XXX	XXX	XXX	XXX	XXX	xuta	XXX	XXX	naga	Tana	XXX	XXX	mTa	XXX	XXX	XXX	XXX	sawa, sawsage	XXX	XXX	XXX	XXX	XXX	fiTe	XXX	XXX	yiwe	XXX	kw~ire	XXX	XXX	XXX	XXX	kara	XXX	XXX	8ule, ule	XXX	XXX	XXX	XXX	XXX	XXX	va8e	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yaxa
DUGWOR_2	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.5	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mofuic,Meri,Dugwor-Merey	10.75	14.50	5000		dme	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	neteay	silae	XXX	XXX	XXX	XXX	XXX	ndaew	kilaf mombirokoto	XXX	kira	mecece	hw~oaf	XXX	slaemba	XXX	XXX	aembael	XXX	peambaez	kelaekasl	XXX	XXX	deroem	XXX	XXX	XXX	XXX	zlaem	rea	mitar	XXX	zlear	hirnak	XXX	XXX	XXX	lay	XXX	XXX	aewaex	XXX	XXX	masay	XXX	XXX	meazh~ibeay	meciuneay	XXX	XXX	meamtay	XXX	XXX	XXX	XXX	daeraw, meadaoyaow	XXX	XXX	XXX	XXX	XXX	paet	XXX	XXX	yaem masay	XXX	XXX	XXX	XXX	XXX	XXX	aekw~oe	XXX	XXX	tsivae	XXX	XXX	XXX	XXX	XXX	XXX	livae5	XXX	XXX	XXX	XXX	XXX	XXX	XXX	zlimiundaew
FALI_BAGIRA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.8	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic,Gude-Jimi-Zizilivakan,Fali-Gude	10.40	13.30	25000		fli	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	tan	buk	XXX	XXX	XXX	XXX	XXX	mund~3n	xirfun	XXX	xud3n	j3nkarun	fun	XXX	zugud3n	XXX	XXX	xucu7w~un	XXX	id3n3n	i8un	XXX	XXX	m3p3n	XXX	XXX	XXX	XXX	8imin	jin	Sinin	XXX	8iNin	gy~Enan	XXX	XXX	idun	XXX	XXX	XXX	wan	XXX	far3n	si	XXX	XXX	Ng~un	fiNa	XXX	XXX	mti	XXX	XXX	XXX	XXX	mi5a, Zi	XXX	XXX	XXX	XXX	XXX	fitun	XXX	tikisun	ma7y~in	XXX	far3n fu	XXX	XXX	XXX	XXX	gun	XXX	XXX	t3v3n	far3n	XXX	XXX	XXX	XXX	XXX	k3di	XXX	XXX	XXX	kw~arak3n	XXX	XXX	XXX	zuna7
GAANDA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.1,Eastern	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Teraic,EasternTera	10.33	12.58	43000	gnd	gqa	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	arta	suri	XXX	XXX	XXX	XXX	XXX	nefa	yirfa	XXX	ida	CaNg~ar	d3fta	XXX	Se7a	XXX	XXX	fiya	XXX	fera	ela	XXX	XXX	bo7umda	XXX	XXX	XXX	XXX	Limata	wenita	xureya	XXX	Lena	w3nSEnoto	XXX	XXX	weda	XXX	XXX	XXX	biba	XXX	m3n3ta	s3n Si	XXX	XXX	ani	Siki	XXX	XXX	3mEri	XXX	XXX	XXX	XXX	a bi	XXX	XXX	XXX	XXX	XXX	f3rta	XXX	w3nd~3ra	yema	XXX	w3nd~a kw~EnC~a	XXX	XXX	XXX	XXX	w3ta	XXX	XXX	band~a	dekw~ina	XXX	XXX	XXX	XXX	XXX	wita	XXX	XXX	XXX	yiw3dan	XXX	XXX	XXX	Lima
GAVA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic,Gudufic	11.23	13.80	55900	gdf	gdf	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ky~ek, kit3kw~ula	mic, mica	XXX	XXX	XXX	XXX	XXX	wuda	kilifa	XXX	xuda	cica	ufa	XXX	Lima	XXX	XXX	vixa	XXX	v3Za	L3La	XXX	XXX	durawa	XXX	XXX	XXX	XXX	Lima	diya	xut3ra	XXX	Lida	irx~a	XXX	XXX	gw~ica	XXX	XXX	XXX	wuba	XXX	8ica	a x3buwa	XXX	XXX	nugacina	cunacina	XXX	XXX	mc3gana	XXX	XXX	XXX	XXX	saxa	XXX	XXX	XXX	XXX	XXX	f3ciya	XXX	kw~3838a	yiwa	XXX	kura, gila	XXX	XXX	XXX	XXX	kara	XXX	XXX	dula	xuba	XXX	XXX	XXX	XXX	XXX	vidiya	XXX	XXX	XXX	wuliw3na	XXX	XXX	XXX	daxa
GIDAR	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,C	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara	10.00	14.00	65700	gdr	gid	n3	k3	m3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	taka	sula	XXX	XXX	XXX	XXX	XXX	d"3f	XXX	XXX	kra	XXX	manwa*ya, wulaNga	XXX	XXX	XXX	XXX	g3ba	XXX	XXX	leNleN	XXX	XXX	moho*	XXX	XXX	XXX	XXX	l3ma	ara	miNkin	XXX	XXX	XXX	XXX	XXX	takpra	va	XXX	XXX	makra	XXX	XXX	3sa	XXX	XXX	ula	p3rm	XXX	XXX	mt~a	XXX	XXX	XXX	XXX	3za	XXX	XXX	XXX	XXX	XXX	paya	XXX	t3N	inkile	XXX	XXX	XXX	XXX	XXX	XXX	ofo	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	d3fd3	XXX	XXX	XXX	d3fd"a	XXX	XXX	XXX	iya
GLAVDA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Wandala-Malgwa-Glavda	11.24	13.90	31300		glw	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	pala, kika	buwa	XXX	XXX	XXX	XXX	XXX	uda	kilfa	XXX	xugy~a	CaCa	ufa	XXX	xy~imi ufa	XXX	XXX	x3zuwa, x3luwa	XXX	avza	LaLa	XXX	XXX	durawa	XXX	XXX	XXX	XXX	ximiya, ximiyaxa	giya, giyaxa	xutura	XXX	L3rda	arexa	XXX	XXX	xunja	XXX	XXX	XXX	uba	XXX	ury~a	x3bu	XXX	XXX	nuxa	CiNx~a	XXX	XXX	mca	XXX	XXX	XXX	XXX	suxa	XXX	XXX	XXX	XXX	XXX	faCiya	XXX	kw~a8a8a	iwa	XXX	akw~ura, gila furdexa	XXX	XXX	XXX	XXX	kara	XXX	XXX	dula	xw~a	XXX	XXX	XXX	XXX	XXX	zavuda	XXX	XXX	XXX	dala	XXX	XXX	XXX	daga
GUDE	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.8	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic,Gudeic,Gude-Jimi-Zizilivakan,Fali-Gude	10.42	13.42	88000	gud	gde	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	tan	bray, bra	XXX	XXX	XXX	XXX	XXX	nda	xurfin	XXX	3da	juNk~ara	uNfw~a	XXX	ba7	XXX	XXX	kuvu7un	XXX	idina	ila	XXX	XXX	mapa	XXX	XXX	XXX	XXX	limin	gin	Sin37	XXX	liNin	g3na	XXX	XXX	ida	XXX	XXX	XXX	wan	XXX	vurSin	Si	XXX	XXX	nEi	fi	XXX	XXX	Nk~i	XXX	XXX	XXX	XXX	Si	XXX	XXX	XXX	XXX	XXX	gad3gy~i, usura	XXX	t3kisa	ma7in	XXX	fara	XXX	XXX	XXX	XXX	gw~un	XXX	XXX	rugw~a	gy~iNw~a	XXX	XXX	XXX	XXX	XXX	vuda, davuda	XXX	XXX	XXX	kuraki	XXX	XXX	XXX	l3ma
GUDU	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.8	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Bataic	9.91	12.53	5000		gdu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	j3N	bEk	XXX	XXX	XXX	XXX	XXX	m3nd~u	hirfi	XXX	hida	j3Nk~ar	kadaSi7u	XXX	rwy~adu	XXX	XXX	fw~o	XXX	m3mSi	gire	XXX	XXX	njEb	XXX	XXX	XXX	XXX	Lim	di	Cin	XXX	lin	gy~ana	XXX	XXX	udidi	XXX	XXX	XXX	waCi	XXX	wurSi	icim3sa	XXX	XXX	duba	lin	XXX	XXX	ru	XXX	XXX	XXX	XXX	mataSi	XXX	XXX	XXX	XXX	XXX	fw~o3tu	XXX	gw~iLu	5y~a*	XXX	momoci	XXX	XXX	XXX	XXX	du	XXX	XXX	tEvi	momo	XXX	XXX	XXX	XXX	XXX	v3it	XXX	XXX	XXX	kEsum	XXX	XXX	XXX	lim
GVOKO	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic	11.08	13.83	21000		ngs	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	teko	XeCo	XXX	XXX	XXX	XXX	XXX	zgun	k3lif	XXX	k3le	CiCi	ifa	XXX	L3vaka	XXX	XXX	Logo	XXX	uza	iLaLi	XXX	XXX	dru	XXX	XXX	XXX	XXX	Luwo	odo	Xtor	XXX	Lir	roXi	XXX	XXX	XXX	Xara	XXX	XXX	u7a	XXX	XXX	Xuta	XXX	XXX	nXa	Cina	XXX	XXX	mCa	XXX	XXX	XXX	XXX	sawa	XXX	XXX	XXX	XXX	XXX	ibaCa	XXX	kwalala	yiwo	XXX	XXX	XXX	XXX	XXX	XXX	ikar	XXX	XXX	tve	XXX	XXX	XXX	XXX	XXX	XXX	rv3de	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Luo
HDI	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,Lamang	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Lamang-Hdi	11.87	13.72	29000	hdi	xed	yu	XXX	N3ni	XXX	XXX	XXX	XXX	XXX	XXX	XXX	tekw	his	XXX	XXX	XXX	XXX	XXX	XXX	k3lipi	XXX	k3ri	cici	fu	XXX	sl~uhwa	XXX	XXX	huta	XXX	us	gh~ucif	XXX	XXX	duli	XXX	XXX	XXX	XXX	sl~3m3N	iri	h3ciN	XXX	sl~i7iN	gh~anik	XXX	XXX	karam	c3vu	XXX	XXX	u7a	XXX	m3nak	XXX	XXX	XXX	n3gh~ay	XXX	XXX	XXX	m3tay	XXX	XXX	XXX	XXX	sawi	XXX	XXX	XXX	XXX	XXX	fitik	XXX	takwaca	imi	XXX	pala	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	gh~wa	XXX	XXX	XXX	XXX	XXX	gar3vidik	XXX	XXX	XXX	XXX	XXX	XXX	XXX	h3gu
HILDI	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.2,2	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic,Kilba-SouthMargi	10.27	13.27	135000		mfm	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ZaNuw, tayu	m3Lu, s3dayu	XXX	XXX	XXX	XXX	XXX	ndu	kalfi	XXX	xy~a	jakar3w	wu	XXX	xy~ali	XXX	XXX	CiCi c3w, Ci	XXX	maSi	dixi	XXX	XXX	t3l3mu	XXX	XXX	XXX	XXX	ximi	li	Ciru	XXX	xiru	ky~aru	XXX	XXX	wund~i	XXX	XXX	XXX	u7w~a	XXX	mb~ulu, mb~ula	saxur	XXX	XXX	la	Ng~a	XXX	XXX	t3w	XXX	XXX	XXX	XXX	Si	XXX	XXX	XXX	XXX	XXX	puCi	XXX	SaSilg3	yimi	XXX	cuka	XXX	XXX	XXX	XXX	u7u	XXX	XXX	lagu	maw	XXX	XXX	XXX	XXX	XXX	vw~u7i	XXX	XXX	XXX	mafily~3Nu	XXX	XXX	XXX	L3mu
HUBA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.2,2	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Bura-Marghi,Marghic,Kilba-SouthMargi	10.33	13.17	337000	klb	hbb	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ZaNu	mELu	XXX	XXX	XXX	XXX	XXX	ndu	kalfi	XXX	heya	jakar	wa	XXX	hy~eli	XXX	XXX	Ci	XXX	maSi	dihi	XXX	XXX	tilim	XXX	XXX	XXX	XXX	himi	li	Cir	XXX	hir	ky~Er	XXX	XXX	und~i	XXX	XXX	XXX	wa	XXX	mb~ila	sa	XXX	XXX	la	Ng~a	XXX	XXX	ati	XXX	XXX	XXX	XXX	Sil	XXX	XXX	XXX	XXX	XXX	p3Ci	XXX	sasilga	biti	XXX	haNg~u	XXX	XXX	XXX	XXX	hu7u	XXX	XXX	laku	ma7	XXX	XXX	XXX	XXX	XXX	vu7i	XXX	XXX	XXX	bilin	XXX	XXX	XXX	elEm
HWANA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.1,Eastern	Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Teraic,EasternTera	10.42	12.83	32000		hwo	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	tital	suxuri	XXX	XXX	XXX	XXX	XXX	nifa	t3na	XXX	wude	CaNk~ar	d3fura	XXX	Se	XXX	XXX	pama	XXX	fara	ala	XXX	XXX	b3wNda, b3uNda	XXX	XXX	XXX	XXX	Limara	yiv3	xuriyENa	XXX	Lana	SEnewura	XXX	XXX	w3dira	XXX	XXX	XXX	be biya	XXX	m3nara	sa	XXX	XXX	nad3n	sukd3n	XXX	XXX	mur	XXX	XXX	XXX	XXX	bad3ba	XXX	XXX	XXX	XXX	XXX	fara	XXX	ufuluNara	ama	XXX	fEr3	XXX	XXX	XXX	XXX	wara	XXX	XXX	kw~3mana	wumd3	XXX	XXX	XXX	XXX	XXX	f3dira	XXX	XXX	XXX	wErin	XXX	XXX	XXX	L3m3
HYA	AA	BIU-MANDARA	Afro-Asiatic,Chadic,Biu-Mandara,A,A.3	Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Higic	10.48	13.53	2940		hya	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	pa8E, tanE	bagE	XXX	XXX	XXX	XXX	XXX	mdi	kulubi	XXX	kure	wsurumsi	fwE, woi	XXX	Lug3y	XXX	XXX	wta, pta	XXX	mimiye	gigy~E	XXX	XXX	turumw~E	XXX	XXX	XXX	XXX	L3me	ncE	noi	XXX	L3nE	xanE	XXX	XXX	xusini	XXX	XXX	XXX	gw~a	XXX	nna	sEgw~i	XXX	XXX	nag3y	fatEy	XXX	XXX	mtE	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	fuzi	XXX	XXX	ny~EmE	XXX	ny~are, p3re	XXX	XXX	XXX	XXX	uxw~i	XXX	XXX	kw~ica	p3re	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Lty~E
