names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
BURIAT_RUSSIA_2	Alt	MONGOLIC	Mongolic,Eastern,Oirat-Khalkha,Khalkha-Buriat,Buriat	Mongolic-Khitan,Mongolic,EasternMongolic,Khalkha-Buriat,Buriat	51.00	106.00	219000		bxr	bi	Si	bidE	EnE	tErE	xEN	yu, yuN	bi	bultaN	XXX	nEgEN	xoyor	mandagar	uta	biS3xaN	ExEnEr	ErE, ErE xiN	xiN	zagahaN	SubuN	noxoy	XXX	modoN	irE	lis, napSahaN	indEhEN	xoltohoN	arhaN	myaxaN	SuhaN	yahaN	ExEN, ExEnEy tohoN	indEgEN	EbEr	hil	idEN, gurhaN	ihEN	tarxi, tolgoy	SExEN	nyudEN	xamar	amaN	SidEN	xElEN	xyumhaN	ula, tabgay	ibdEk	gar	gEdEhEN	xiziN	sEZE, ipsiN	zirxEN	ELgEN	uxa	EdixE	zuxa	xaraxa	sonosoxo	mEdExE	untaxa, noyrsoxo	ixExE	alaxa	tamarxa	nidExE	yabaxa	yErExE	xEptExE	huZa bayxa, huxa	zoksoxo	igExE	xElExE	naraN	hara	odoN, miSEN	uhaN	boro	SuluN, Sulunay	ElhEN	gazar dElxEy	ilEN	utaN	gal	inEhEN	Sataxa	zirgE	xada	ulaN	nogoN	Sara	sagaN	xar3N	hini	dulaN	oLhogiy	dirEN, dirEhEN	SEnE	hayN	tixEry~EN	xuray, xataNxay	nErE, nErEmZE
KALAQIN	Alt	MONGOLIC	Mongolic,Eastern,Oirat-Khalkha,Khalkha-Buriat,MongolianProper	Mongolic-Khitan,Mongolic,EasternMongolic,Khalkha-Buriat,Mongolian	41.92	118.70	3380000	ord	mvf	bi	Ci	bide, madan	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nig	XEyir	XXX	XXX	XXX	XXX	XXX	Xw~3n, fw~3n	jiagas	XXX	nEXE	bw~3s	mod	XXX	lEbC	XXX	XXX	aras	XXX	Cis	yas	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Cig	n3d	Xamar	XXX	Sid	XXX	XXX	XXX	XXX	gar	XXX	XXX	XXX	XXX	XXX	u	XXX	XXX	w3j	soNs	XXX	XXX	w3X	XXX	XXX	XXX	XXX	ir	XXX	XXX	XXX	XXX	XXX	nar	XXX	od	was	XXX	Cw~alu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	jam	ol	XXX	XXX	XXX	XXX	XXX	w3S3, s3n	XXX	XXX	d3r	XXX	XXX	XXX	XXX	n3r
KALMYK	Alt	MONGOLIC	Mongolic,Eastern,Oirat-Khalkha,Oirat-Kalmyk-Darkhat	Mongolic-Khitan,Mongolic,EasternMongolic,Khalkha-Buriat,Mongolian	46.32	44.27	431800	kiq	xal	py~i	Ch~i	by~itn	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ny~egn	xor	XXX	XXX	XXX	XXX	XXX	ky~un	CExsn	XXX	noxE	by~urg	motn	XXX	xEmtxsn	XXX	XXX	Ersn	XXX	ch~usn	yEsn	XXX	XXX	owr	XXX	XXX	XXX	XXX	Ch~ikn	ny~utn	xEmr	XXX	Sutn	ky~eLn	XXX	XXX	owtg	xEr	XXX	XXX	ky~okn	XXX	eLkn	ux	XXX	XXX	ucx	soNsx	XXX	XXX	ukx	XXX	XXX	XXX	XXX	irx	XXX	XXX	XXX	XXX	XXX	nErn	XXX	otn	usn	XXX	Ch~oLun	XXX	XXX	XXX	XXX	xEL	XXX	XXX	xELx	uL	XXX	XXX	XXX	XXX	XXX	sy~o	XXX	XXX	Curn	Sin	XXX	XXX	XXX	ny~ern
KHALKHA_MONGOLIAN	Alt	MONGOLIC	Mongolic,Eastern,Oirat-Khalkha,Khalkha-Buriat,MongolianProper	Mongolic-Khitan,Mongolic,EasternMongolic,Khalkha-Buriat,Mongolian	47.00	105.00	2704030	kha	khk	py~i	Chy$i	py~it	ene	th~er	xeN	yu	es, gui	ch~3m, pugt	XXX	neg	xoyor	ix, th~om	urth~	paqa, CaxaN	emegth~ey, xath~aqth~ai	er, eregth~ey	xuN	caqas	Suwu	noxoi	pos	mot	th~ary~ia	nawCh~	untes	xoLth~os	ary~s	max	ch~us	yas	ox	3nt3g	ewer	suL	3t	us	th~oLqoi	Chy$ix	nut	xamar	am	Sut	xeL	xuruni xums	x3L	3wt3g	qar, aLqa	xewLy~i, getes	xucu	x3x	curx	eLeg	ux	yitex	cux, xacax	ucex	tuLax	metex	unth~ax	uxex, nas parax	aLax	seLex	ny~isex	yawqan yawax	yirex	xewth~ex	sux	coqsox	3g3x	gex, xeLex	nar	sar	ot	us	poro	Ch~uLu	eLs	qacar, Soro	uL	uth~a	qaL	uns	Sath~ax	Cy~im, c3r3g	uL	uLaN	noqoN	Sar	ch~aqaN	xar	S3n3	tuLaN	xuith~eN	tureN	Sy~ine	saiN	tuqui, tuqary~ig	xath~saN	ner
KHAMNIGAN_MONGOL	Alt	MONGOLIC	Mongolic,Eastern		49.00	117.00	1000		kh0	pi	Ch~i	pit, manus	XXX	XXX	XXX	XXX	XXX	XXX	XXX	n3k3	kh~oyor	XXX	XXX	XXX	XXX	XXX	kh~3n	cakas, cakus	XXX	nokh~e	p3s3	moto, mot	XXX	napCh~i	XXX	XXX	arisu	XXX	ch~usa	yasu	XXX	XXX	3p3r	XXX	XXX	XXX	XXX	Ch~ikh~3	n3t3	kh~amaru	XXX	Sit3	kh~3l3	XXX	XXX	3p3t3k3	karu, karw~3	XXX	XXX	ch~3Ci, ch~uCi	XXX	3l3ki, 3lik	u	XXX	XXX	kh~ara, 3c3	tula, sonso	XXX	XXX	3kh~3	XXX	XXX	XXX	XXX	ir	XXX	XXX	XXX	XXX	XXX	naru	XXX	oto	us	XXX	Ch~elw~3, Ch~ilu	XXX	XXX	XXX	XXX	kal	XXX	XXX	cam, camu	ul	XXX	XXX	XXX	XXX	XXX	sun3	XXX	XXX	t3r3N	Sin, Sin3	XXX	XXX	XXX	altar, n3r3
MANGGHUER	Alt	MONGOLIC	Mongolic,Eastern,Mongour		36.34	102.80	0		mn0	bi	Ci	da	ni	ti	kan	yaN	lai	yigua	wulan	nige	liaN	suguo	wunduer	mula	sinagu	koN	koN	XXX	sibao	nuGuai	XXX	beGe	XXX	XXX	XXX	XXX	XXX	muGa	Cuzi	XXX	XXX	XXX	wuber	XXX	Guasi	suzu	terGai	Cige	nudu	XXX	ama	XXX	kelie	XXX	quer	XXX	Ger	gedie	XXX	XXX	cuergai	XXX	wu	di	Gaca	miru	cenli	maidie	ner	Xuku	jiari	XXX	XXX	XXX	ri	kedie	sao	can	Xu	keli	nara	XXX	XXX	suzu	qura	tasi	XXX	Gacer	XXX	huni	Ger	XXX	Sida	mer	ula	XulaN	XXX	XXX	beila	qara	ye	qalun	XXX	XXX	sini	gecai	XXX	XXX	XXX
MOGHOL	Alt	MONGOLIC	Mongolic,Western	Mongolic-Khitan,Mongolic	35.00	62.00	-2013	mog	mhj	bi	Ci	bidod	Eno, mota, tE	mono	kEn	imo	biSi	gidkonE, om	xEilE, Ekodo	yok, ikoni	du, qiyor	qutu, olo	urtu, bElond	rEzo, k3Ciko	zaifa, xotun	mord	%adam, nofor	moi	XXX	noqai	busu	darot	XXX	XXX	XXX	XXX	orosun	XXX	Cisu, Cusun	yosud	tusun	ondogon	XXX	dumbi	XXX	qElXosun	ikin	Ciq3n	CiSm, nudun	qobor	a*ma*n	sudun, sudu	XXX	CoNul	kol	XXX	gor, ror	gujon	kolEi	koka, qoqo	d3l, ilkon	XXX	oCi, oCol	ida	ubto	udSo, uZo	ol, sonos	mEdo	tEfto	uku	olo	XXX	XXX	XXX	urCi	tEbta	sou	bai	ug, og	guno	nora*n, na*ra*n	motau	satoro	usu, usun	boriS, boron, d3loto	quri	xog	Xojor	obr	dut	rol, dor	Enoson	dur	mur	aulo	homro, ulom	koko	Siro	CoXon, sofid	XXX	bago, suni	gorm, qolon	xunug	dur	XXX	bEtor, hoS, soin	lokoboloko	qosun	naro, nom
MONGUOR	Alt	MONGOLIC	Mongolic,Eastern,Mongour	Mongolic-Khitan,Mongolic,SouthernPeripheryMongolic,Shirongol,Monguoric	36.00	102.00	152000	mgg	mjg	bu	ci	buda	XXX	XXX	XXX	XXX	XXX	XXX	XXX	nige	golo, gor	XXX	XXX	XXX	XXX	XXX	biye, kun	ciEgase	XXX	noxue	XXX	bag, scioce	XXX	XXX	XXX	XXX	arase	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	cigi	nudu	xawar	XXX	sdi	XXX	XXX	XXX	udig	gar	XXX	XXX	XXX	XXX	XXX	oci, u, uciE	XXX	XXX	musog, sge	XXX	XXX	XXX	fugu	XXX	XXX	XXX	XXX	re	XXX	XXX	XXX	XXX	XXX	nara	XXX	XXX	fucu	XXX	tas	XXX	XXX	XXX	XXX	gar	XXX	XXX	mor	ula	XXX	XXX	XXX	XXX	XXX	soni, suloN	XXX	XXX	XXX	seni	XXX	XXX	XXX	niere
SANTA_MONGOLIAN	Alt	MONGOLIC	Mongolic,Eastern,Mongour	Mongolic-Khitan,Mongolic,SouthernPeripheryMongolic,Shirongol,Baoanic	31.50	107.50	200000	sta	sce	pi	ch~i	math~aN	XXX	XXX	XXX	XXX	XXX	XXX	XXX	ny3	qwa	XXX	XXX	XXX	XXX	XXX	kh~uN	caXasuN	XXX	noX3y	bosuN	muth~uN	XXX	lach~3N	XXX	XXX	arasuN	XXX	ch~usuN	yasuN	XXX	XXX	or	XXX	XXX	XXX	XXX	ch~iq3N	nutuN	qh~awa	XXX	situN	khy3ly3	XXX	XXX	ot3u	qh~a	XXX	XXX	nayci	XXX	XXX	icy3	XXX	XXX	uc3	ch~anli3	XXX	XXX	fuku	XXX	XXX	XXX	XXX	ir3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	xotuN	usu	XXX	%tasi	XXX	XXX	XXX	XXX	qh~aN	XXX	XXX	mo	ula	XXX	XXX	XXX	XXX	XXX	Sy3ni	XXX	XXX	ch~udu	sini	XXX	XXX	XXX	XXX
TACHENG_DAGUR	Alt	MONGOLIC	Mongolic,Eastern,Dagur	Mongolic-Khitan,Mongolic	48.00	124.00	96100	dgr	dta	bi	b3ySin, Si	bad, bad3n	3n	t3r	aniya	yo	ul	xawyar3n, gub	b3ran	n3k	xoyor	ig	ort	uCuk3n	3gn3r	3rgun	ku, xu	Cagos	d3gi	nox	bus	burgas, mod	xur	larCh~	dayli, swad3l	xaldin	ars	myaga	Cos	yas	tos	undux	3wr	s3wl	narin xus	g3jig, nar xus	3k	Ch~ik	nid	xamar	am	Sid	x3l	kimC	kul	twalCh~ig	gar, xalaga	k3l	kw3m	m3k	jurug	x3l3g	o	id	jaw	uCu	sons	m3d	want	ugu	al	SoNko	d3rd	yaw	ir	k3rd	saw	bos, bay	uku	al	nar	sarol	xod	os	xwar, war	Ch~olo	Sibtal	gajir	3wl3n	xon	gal, tuym3r	xunsu	n3nd, tul	t3rgul	awl	xolaN	Silan	Sar	Cigan	xar	sund3	xaloN	suyt3N	Ch~add3N, durs3N, tukurek3n	SiNk3n	sayn	tukure	xwas3N	n3r
EVEN	Alt	TUNGUSIC	Tungusic,Northern,Even	Tungusic,NortheasternTungusic,NorthernTungusic,Ewenic	68.00	130.00	5660	evn	eve	bi	hi	mut	XXX	XXX	XXX	XXX	XXX	XXX	XXX	um3n	Zur	XXX	XXX	XXX	XXX	XXX	b3y	olra	XXX	Nen	kumk3	mo, h3kita	XXX	3bd3ndr3	XXX	XXX	3rt3, nanra	XXX	huN3l	ik3ri	XXX	XXX	koye, taNna	XXX	XXX	XXX	XXX	korot	yasal	oNat	XXX	it	siN3	XXX	XXX	h3nN3n	Nal	XXX	XXX	3r3n	XXX	hakan	kol	XXX	XXX	it	dolda, dolCi	XXX	XXX	d3r3mk3	XXX	XXX	XXX	XXX	3m	XXX	XXX	XXX	XXX	XXX	53lt3n	XXX	osikat	mu	XXX	Zol	XXX	XXX	XXX	XXX	tog	XXX	XXX	hot	ur3kC3n	XXX	XXX	XXX	XXX	XXX	dolboni	XXX	XXX	milt3r3, t3li	anNamta, neye	XXX	XXX	XXX	g3rb3
EVENKI	Alt	TUNGUSIC	Tungusic,Northern,Evenki	Tungusic,NortheasternTungusic,NorthernTungusic	56.00	125.00	15800	eve	evn	bi	si	mit	tar, 3r	tar	3kun	3kun	3mi, 3sin bisi	upkat	XXX	umun, umuk3n	jur	kali	No5im	xulukun	asi	b3ye	il3	ollo	d3xi	Ninakin	kumk3	ir3kt3	C3m3l	abdanna	NiNt3	3r3kt3, uldaksa	kikikta	ull3	s3ks3	giramna	imuks3	umukta	iye	irxi	l3pur3	5urikt3	dil	syen	3sa	oNokto	amNa	ikt3	in5i, Coli	osikta	xagdiki	x3nN3n	Curxa	xukit3	5ikimna	ukun	myeban	xakin	umjami	j3bj3mi	kikCami	iC3j3mi	doldijami	saj3mi	aj3mi, 5inaj3mi	bumi, m3kC3r3mi	bami	3lb3sk3tC3mi	d3xikt3j3mi	tirxisinmi	3m3mi	xukl3j3mi	t3x3tC3mi	ilitCami	bumi	gunmi	sixun, dilaCa	byega	osikta, osikakta	mu	tigd3	xis3	iNa, siruxi	dunn3	tuksu	saN5an	toxo	xul3pt3n	j3gd3j3mi	xoktokit	kadar	xolbama	Cularin	siNama, siNarin	bagdama	koNnorin	luNur, dolbo5i	5ama, 5amapCu	iNi5ipCu	jalum	omakta	aya	murum3	olxokin	g3rbi
MANCHU	Alt	TUNGUSIC	Tungusic,Southern,Southwest	Tungusic,Manchu-Jurchen,Manchu-Xibe	49.50	127.50	20	mnc	mnc	bi	si	bE, musE	XXX	XXX	XXX	XXX	XXX	XXX	XXX	EmkE, Emu	juwE	XXX	XXX	XXX	XXX	XXX	bEyE, niyalma	nimaxa, 5maxa	XXX	ind~ax3n, yEnd~ax3n	bisi	mo	XXX	abdaxa	XXX	XXX	fEri, gun	XXX	sENg~i	giran, giraNg~i	XXX	XXX	uixE, wEixE	XXX	XXX	XXX	XXX	San	yasa	oforo	XXX	argan, wEixE	ilENg~u	XXX	XXX	niyak3n, 5yak3n	gala	XXX	XXX	xuxun, tuNg~En	XXX	fax3n	omi, ukiyE	XXX	XXX	sa, sabu	donj~i	XXX	XXX	ak3, End~Ebu	XXX	XXX	XXX	XXX	gEnE, ji	XXX	XXX	XXX	XXX	XXX	Sun	XXX	usixa	mukE	XXX	wExE	XXX	XXX	XXX	XXX	tuwa	XXX	XXX	doro, giya	alin, dabagan	XXX	XXX	XXX	XXX	XXX	dEdun, dobori	XXX	XXX	jalu, noho	eshun, iCE	XXX	XXX	XXX	gEbu
NAYKHIN_NANAI	Alt	TUNGUSIC	Tungusic,Southern,Southeast,Nanaj	Tungusic,Central-WesternTungusic	49.28	136.47	1390	nai	gld	mi	Si	bw~3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3m, 3mu*	jw~3r	XXX	XXX	XXX	XXX	XXX	nai	soGdata	XXX	end~a	Cikt3	mo	XXX	Xabdata	XXX	XXX	x3r3kt3	XXX	s3ks3	Germaqsa	XXX	XXX	xuy3	XXX	XXX	XXX	XXX	Sy~a*	nasal	oporo	XXX	xukt3	SiNmu	XXX	XXX	p3iN3*	Nala	XXX	XXX	ku*, tuNg~3*	XXX	pa	omy~ori	XXX	XXX	iC3uri	doljori	XXX	XXX	burburi	XXX	XXX	XXX	XXX	pulSy~uri	XXX	XXX	XXX	XXX	XXX	Sy~u*	XXX	XoSeqta	mw~3	XXX	jolo	XXX	XXX	XXX	XXX	j3gd3, tava	XXX	XXX	poqto	xur3*	XXX	XXX	XXX	XXX	XXX	dolbo	XXX	XXX	3l3Ci	Siku*	XXX	XXX	XXX	g3rbu, Xala
NEGIDAL_VERCHOVSKI	Alt	TUNGUSIC	Tungusic,Northern,Negidal	Tungusic,NortheasternTungusic,NorthernTungusic,Negidalic	53.00	139.00	74	neg	neg	bi	si	bitt3	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3m3n, 3mukin	Zul	XXX	XXX	XXX	XXX	XXX	b3y3	3l3	XXX	ninakin	kumka	mo	XXX	abdana	XXX	XXX	nana	XXX	s3ks3	ik3y3	XXX	XXX	iy3	XXX	XXX	XXX	XXX	sen	3sa	3n3kt3	XXX	ikt3	inNi	XXX	XXX	h3nN3n	Nala	XXX	XXX	okon	XXX	hakin	om	XXX	XXX	iC3	doldi	XXX	XXX	bu	XXX	XXX	XXX	XXX	3m3	XXX	XXX	XXX	XXX	XXX	sivun	XXX	osikta	mu	XXX	Z3l3	XXX	XXX	XXX	XXX	t3g3	XXX	XXX	oZa	uy3	XXX	XXX	XXX	XXX	XXX	dolbo	XXX	XXX	XXX	isk3kin	XXX	XXX	XXX	g3dbi
OROCHI	Alt	TUNGUSIC	Tungusic,Southern,Southeast,Udihe	Tungusic,NortheasternTungusic,Central-EasternTungusic,Oroch-Udihe	50.33	137.50	8	orc	oac	bi	si	biti	XXX	XXX	XXX	XXX	XXX	XXX	XXX	omo	ju	XXX	XXX	XXX	XXX	XXX	nia	sugjasa	XXX	inaki	kume	mo	XXX	abdasa	XXX	XXX	nasa	XXX	s3ks3	giamsa	XXX	XXX	ije	XXX	XXX	XXX	XXX	sian	isa	Nikso	XXX	ikt3	iNi	XXX	XXX	h3NN3n	Nala	XXX	XXX	okon	XXX	hakin	imi	XXX	XXX	iC3	dokCi, dogdi	XXX	XXX	bu	XXX	XXX	XXX	XXX	3m3	XXX	XXX	XXX	XXX	XXX	s3u	XXX	xosikta	mu	XXX	jolo	XXX	XXX	XXX	XXX	to	XXX	XXX	xokto	uw3	XXX	XXX	XXX	XXX	XXX	dobbo	XXX	XXX	zalum	ikk3i	XXX	XXX	XXX	g3bbi
OROQEN	Alt	TUNGUSIC	Tungusic,Northern,Evenki	Tungusic,NortheasternTungusic,NorthernTungusic	50.65	125.34	1200		orh	bi	Si	bu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	umun	jur	XXX	XXX	XXX	XXX	XXX	b3y3	olo	XXX	Nanakin	kuNk3	mo	XXX	%naboCi, %napCi	XXX	XXX	il3, nana	XXX	S3kS3	giramna	XXX	XXX	ig3, iy3	XXX	XXX	XXX	XXX	SEn	yESa	oNokto	XXX	ikt3	iNi	XXX	XXX	3Nn3n	Nala	XXX	XXX	ukun	XXX	akin	um	XXX	XXX	iC3	doldi	XXX	XXX	bu	XXX	XXX	XXX	XXX	3m3	XXX	XXX	XXX	XXX	XXX	dilaCa	XXX	oSikta	mu	XXX	jolo	XXX	XXX	XXX	XXX	toxo	XXX	XXX	okto	ur3	XXX	XXX	XXX	XXX	XXX	dolbo	XXX	XXX	jalum	irk3kin	XXX	XXX	XXX	g3rbi
SIBE_MANCHU	Alt	TUNGUSIC	Tungusic,Southern,Southwest	Tungusic,Manchu-Jurchen,Manchu-Xibe	43.83	81.18	30000		sjo	bi	Si	bo, m3s	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3m	ju	XXX	XXX	XXX	XXX	XXX	gurun, nan	nimha	XXX	yonhun	XXX	helin	XXX	XXX	XXX	XXX	XXX	XXX	SiN	giraN	XXX	XXX	XXX	XXX	XXX	XXX	XXX	san	yas	ovur	XXX	vih3	iliN	XXX	XXX	XXX	Gal	XXX	XXX	tuNun	XXX	fahun	Emi	XXX	XXX	ta, sav3	dEnji	XXX	XXX	b3C3	XXX	XXX	XXX	XXX	ji	XXX	XXX	XXX	XXX	XXX	sun	XXX	XXX	muku	XXX	v3h3	XXX	XXX	XXX	XXX	tua	XXX	XXX	XXX	elin	XXX	XXX	XXX	XXX	XXX	dEvir	XXX	XXX	XXX	iC3	XXX	XXX	XXX	g3v
UDEHE	Alt	TUNGUSIC	Tungusic,Southern,Southeast,Udihe	Tungusic,NortheasternTungusic,Central-EasternTungusic,Oroch-Udihe	47.67	136.25	100	udh	ude	bi	si	minti	XXX	XXX	XXX	XXX	XXX	XXX	XXX	omo	ju	XXX	XXX	XXX	XXX	XXX	ni	sugja	XXX	ina7i	kumug3	mo	XXX	abdia	XXX	XXX	5a	XXX	sakia	giama	XXX	XXX	je	XXX	XXX	XXX	XXX	ku7ai	ya	Niu3	XXX	ikt3	iNi	XXX	XXX	h3N3	Nala	XXX	XXX	tiN3	XXX	haji	umi	XXX	XXX	is3	duisi	XXX	XXX	bud3	XXX	XXX	XXX	XXX	3m3	XXX	XXX	XXX	XXX	XXX	su	XXX	waikta	uli	XXX	jolo	XXX	XXX	XXX	XXX	to	XXX	XXX	xokto	u3	XXX	XXX	XXX	XXX	XXX	dogbo	XXX	XXX	tiahi	im3xi	XXX	XXX	XXX	g3gbi
UILTA	Alt	TUNGUSIC	Tungusic,Southern,Southeast,Nanaj	Tungusic,Central-WesternTungusic,Ulchaic	49.50	143.50	50	ork	oaa	bi	si	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	geda	do	XXX	XXX	XXX	XXX	XXX	nari	suNdatta	XXX	Ninda	XXX	mo	XXX	xamdatta	XXX	XXX	x3r3kt3	XXX	s3ks3	girapsa	XXX	XXX	XXX	XXX	XXX	XXX	XXX	sen	isal	xuriga	XXX	korokto	XXX	XXX	XXX	XXX	Nala	XXX	XXX	XXX	XXX	XXX	umi	XXX	XXX	it3	dolji	XXX	XXX	bul	XXX	XXX	XXX	XXX	sinda	XXX	XXX	XXX	XXX	XXX	sun	XXX	u5ig3ri, xosikta	mo	XXX	jolo	XXX	XXX	XXX	XXX	tawa	XXX	XXX	pokto	xurig3	XXX	XXX	XXX	XXX	XXX	dolbo	XXX	XXX	XXX	sit3u	XXX	XXX	XXX	g3lbu
ULCHA	Alt	TUNGUSIC	Tungusic,Southern,Southeast,Nanaj	Tungusic,Central-WesternTungusic,Ulchaic	52.25	140.33	150	ulc	ulc	bi	si	bu	XXX	XXX	XXX	XXX	XXX	XXX	XXX	3mun	jor	XXX	XXX	XXX	XXX	XXX	ni	sugdata	XXX	iNda	tikt3	mo	XXX	xabdata	XXX	XXX	x3r3kt3	XXX	s3ks3	giramsa	XXX	XXX	huje	XXX	XXX	XXX	XXX	sian	isal	waksa	XXX	ikt3	sinu	XXX	XXX	p3N3	Nala	XXX	XXX	ku, kun	XXX	pa	umi	XXX	XXX	iC3	dosoji	XXX	XXX	bul	XXX	XXX	XXX	XXX	di	XXX	XXX	XXX	XXX	XXX	siun	XXX	xosta	mo	XXX	jolo	XXX	XXX	XXX	XXX	tawa	XXX	XXX	pokto	kadali	XXX	XXX	XXX	XXX	XXX	dolbo	XXX	XXX	zalun	siCu	XXX	XXX	XXX	g3lbu
ALTAI	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,Kipchak-Turkestan,Kipchak,SoutheastKipchak,EastKipchak	51.00	87.00	57400	aso	alt	man	san	bis	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	aki	XXX	XXX	XXX	XXX	XXX	kiZi	baluk	XXX	it	bit	tarak	XXX	Talburaq	XXX	XXX	tara	XXX	XXX	sak	XXX	XXX	mis	XXX	XXX	XXX	XXX	qulaq	qaraq	tumCuq	XXX	XXX	til	XXX	XXX	XXX	kol	XXX	XXX	taS	XXX	bur	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	kin	XXX	Tuldus	XXX	XXX	taS	XXX	XXX	XXX	XXX	ot	XXX	XXX	Tol	XXX	XXX	XXX	XXX	XXX	XXX	tin	XXX	XXX	XXX	TaNa	XXX	XXX	XXX	XXX
ASADLI_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz,NuclearOghuz,EastOghuz	37.30	57.35	936000	tex	kmz	mEn	sEn	biz	XXX	XXX	XXX	XXX	XXX	XXX	XXX	bir	iki	XXX	XXX	XXX	XXX	XXX	kiSi	XXX	XXX	it	bit	dErat	XXX	%bElk	XXX	XXX	dEri	XXX	%xon	XXX	XXX	XXX	XXX	XXX	XXX	XXX	XXX	Gulox	gez	birin	XXX	diS	dil	XXX	XXX	diz	El	XXX	XXX	amjay	XXX	irEy, iCi box3r	iS	XXX	XXX	ger	iSit	XXX	XXX	El	XXX	XXX	XXX	XXX	gEl	XXX	XXX	XXX	XXX	XXX	gin	XXX	uld3z	su	XXX	daS	XXX	XXX	XXX	XXX	ut	XXX	XXX	yol	dax	XXX	XXX	XXX	XXX	XXX	gejE	XXX	XXX	dul3	%tazE	XXX	XXX	XXX	XXX
AYNU	Alt	TURKIC	Turkic,Eastern	Turkic,CommonTurkic,Kipchak-Turkestan,Turkestan,ModernTurkestan,Uyghuric	39.50	76.00	12000	ayn	aib	mEn	sEn	biz	XXX	XXX	XXX	XXX	XXX	XXX	XXX	yEky~	du	XXX	XXX	XXX	XXX	XXX	kEs	laN	XXX	sEg	SiviS	Cou	XXX	XXX	XXX	XXX	XXX	XXX	jipi	dEndan	XXX	XXX	dEndini	XXX	XXX	XXX	XXX	guSa	CESmE	Xilman	XXX	dEndan	zEbun	XXX	XXX	XXX	dEstE	XXX	XXX	sEp	XXX	XXX	XolaS	XXX	XXX	nigalaS	guSla	XXX	XXX	kuSut	XXX	XXX	XXX	XXX	fiEs	XXX	XXX	XXX	XXX	XXX	SEms	XXX	XXX	aw	XXX	sEN	XXX	XXX	XXX	XXX	atES	XXX	XXX	ra	jibily~	XXX	XXX	XXX	XXX	XXX	SEp	XXX	XXX	bisya	XXX	XXX	XXX	XXX	XXX
AZERBAIJANI	Alt	TURKIC	Turkic,Southern,Azerbaijani	Turkic,CommonTurkic,Oghuz,NuclearOghuz,CentralOghuz	40.50	48.50	9220610	aze	azj	mEn	sEn	biz	bu	o	kim	nE	mo	hEr SEy	XXX	bir	iki	bEyik	uzun	kiCik	godun	kiSi	odom, inson	bolug	guS	it, kEpEk	bit	oxoj	Ekin	yorpog	kEk	gobug	dEri	Et	gon	simik	yox	yumurto	buynuz	guyrug	tik, lElEk	soC	boS	gulog	CEz	burun	oxuz	diS	dil	bormog durnoxu	oyog	diz	El	gorun	boyun	mEmE	irEk	goro jiyEr	iCmEk	yEmEk	diSlEmEk	CErmEk	duymog, ESitmEk	bilmEk	uyumog	ElmEk, vEfot EtmEk	EldirmEk	izmEk	uCmog	yErimEk	CElmEk	uzonmog	oturmog	durmog	vErmEk	dEmEk, sEymEk	CinES	oy	ulduz	su	yoxuS, yoxmur	doS	gum	yEr torpog	bulud	tisti	od	kil	yonmog	juxur	dox	gurmuzu	yoSul	soru	ox	goro	CEjE	ilug	soyug	dolu	yEni	yoXSu	yuvorlog	guru	od
