mo	pairs_mo	BP_mo	lat_mo	lon_mo	Ntaxa_mo	method_mo	da	pairs_da	BP_da	lat_da	lon_da	Ntaxa_da	method_da	err_home_mo	err_home_da	distance	speed	area	subsistence	bearing	biome4	biome4_names	perc_b4	biome98	biome98_names	perc_b98	altitude	rugosity	npp
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu	28	1569	-7.870211	31.78579	16	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Nyakyusa-Ndali	1	1054	-8.466469	32.02815	2	BT	87	77	71.5461071644368	0.139	Africa	AGR	NS	13	Tropical xerophytic shrubland	88.9	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	77.8	1088.84	443.75	611.22
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ndasaic	6	1742	0.554005	13.15071	6	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ndasaic,Samayic	2	1111	-0.95605	13.1214	4	MD	121	130	168.130213508992	0.266	Africa	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	529.01	35.18	1266
Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos	21	2831	10.46071	6.636282	23	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos	34	2171	11.33163	7.444943	14	BT	95	112	131.199071088279	0.199	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	477.34	75.08	728.6
Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku	3	1889	10.85021	6.026395	4	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Kamuku-Hungwarya,Kamuku,Rogo-Sagamuk-Sama-Sambuga	2	1470	10.4369	6.20275	3	MD	96	93	49.8911466314241	0.119	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	423.39	34.32	596
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Bakor-Ejagham	6	1190	5.911853	9.560743	7	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Bakor-Ejagham,Bakor	8	1042	5.68077	9.592192	6	BT	96	83	25.9587656739533	0.175	Africa	AGR	NS	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	666.28	469.31	1108
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi	54	3277	8.625459	-0.709207	18	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi,EasternGrusi	9	2733	8.859472	0.18591	7	BT	148	108	101.873141340121	0.187	Africa	AGR	EW	1	Tropical evergreen forest	50	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	140.01	28.89	1219.5
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi	54	3277	8.625459	-0.709207	18	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,East-WestGrusi,WesternGrusi	15	2636	8.65205	-2.103588	11	BT	148	115	153.489252346016	0.239	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	132.62	38.13	901.35
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,NorthernGrusi	7	2539	8.580794	-3.040076	6	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,SouthernCentralGur,Grusi,NorthernGrusi,Nuna-Kasem	2	1662	9.438031	-2.91051	3	BT	109	87	96.4845672650043	0.11	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	296.64	45.52	949
Atlantic-Congo,North-CentralAtlantic,CentralAtlantic,Bak,Joola-Manjaku,Jola,FH-Jola,PF-Jola	6	1963	12.03783	-13.56319	5	BT	Atlantic-Congo,North-CentralAtlantic,CentralAtlantic,Bak,Joola-Manjaku,Jola,FH-Jola,PF-Jola,Her-Ejamat	1	1334	13.69403	-15.124	2	BT	82	77	250.361082060571	0.398	Africa	AGR	NS	12	Tropical savanna	100	100	Sea	88.9	54.89	16.25	833.81
Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,LowerCross,NuclearLowerCross,WestLowerCross,Oroic	4	373	5.250037	7.89175	4	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,LowerCross,NuclearLowerCross,WestLowerCross,Oroic,Enwang-Uda	1	218	5.089839	7.743037	2	BT	80	77	24.2868839358968	0.157	Africa	AGR	NS	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	69.38	30.69	1137
Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Nupoid,Dibo-Kupa,Abawa	2	1100	7.814637	7.329811	3	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Nupoid,Dibo-Kupa,Abawa,Kami-Gupa	1	561	7.558075	7.859466	2	BT	87	77	65.0375916010961	0.121	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	214.46	102.56	882.67
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta	44	2700	10.43791	0.40104	33	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,Buli-Koma	1	2242	11.86734	0.254755	2	BT	165	77	159.923442919901	0.349	Africa	AGR	NS	12	Tropical savanna	100	100	Sea	100	151.99	23.82	675
Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Bia	6	2329	5.700515	-0.508611	8	BT	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Bia,NorthernBia	3	1150	6.555517	-0.977095	5	BT	215	167	108.386570765076	0.092	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	138.39	62.17	821
Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Bia	6	2329	5.700515	-0.508611	8	BT	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Bia,SouthernBia	1	2272	5.836905	-0.62078	3	BT	215	91	19.6178290275291	0.344	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	138.39	62.17	821
Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,NorthGuang	20	1676	7.817893	0.571456	15	BT	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,NorthGuang,OtiNorthGuang	9	1639	8.048673	1.316735	10	BT	125	110	86.092395856846	2.327	Africa	AGR	EW	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	63.6	360.03	140.22	900.91
Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,NorthGuang	20	1676	7.817893	0.571456	15	BT	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,NorthGuang,Gonja-Dompo	1	1646	8.440078	0.441467	2	BT	125	77	70.7271598474292	2.358	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	321.23	149.25	956.11
Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,SouthGuang	2	2309	8.558156	0.721437	4	BT	Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,Guang,SouthGuang,HillSouthGuang	1	1657	7.860721	0.525163	3	BT	89	84	80.5935500382653	0.124	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	70	365.58	143.43	853
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sereic,Sere-Indri,Sere-Bviri	6	1341	9.226573	26.20051	5	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sereic,Sere-Indri,Sere-Bviri,Bai-Viri	1	581	8.929276	26.34545	2	BT	107	77	36.7303887557525	0.048	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	489.6	18.93	687
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Bandaic,NuclearBandaic,CentralBandaic	10	1008	6.21563	20.9827	11	MD	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Bandaic,NuclearBandaic,CentralBandaic,CentralCoreBandaic	35	557	5.678908	20.8238	10	BT	167	113	62.284071739505	0.138	Africa	AGR	NS	12	Tropical savanna	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	561.02	41.94	1154
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Mundu-Baka,WesternMundu-Baka,RiverWesternMundu-Baka	8	868	4.999849	19.88478	6	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Mundu-Baka,WesternMundu-Baka,RiverWesternMundu-Baka,Monzomboic	1	853	2.81523	19.0108	3	MD	110	115	261.843710542586	17.456	Africa	AGR	NS	12	Tropical savanna	100	1	Tropical & Subtropical Moist Broadleaf Forests 	71.4	468.95	75.72	1312.57
Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sereic,Sere-Indri,Sere-Bviri	6	1341	9.226573	26.20051	5	BT	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sereic,Sere-Indri,Sere-Bviri,Ndogo-Sere	2	1187	7.73028	27.5588	3	MD	107	99	223.849857612199	1.454	Africa	AGR	NS	13	Tropical xerophytic shrubland	75	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	451.85	12.74	632.08
Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,North-SouthCentralDeltaCross,Koring-Kukele	2	1313	8.208074	9.305612	3	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,North-SouthCentralDeltaCross,Koring-Kukele,Kukele-Uzekwe	1	739	7.516302	7.438032	2	BT	83	77	219.86910193955	0.383	Africa	AGR	EW	12	Tropical savanna	83.3	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	154.28	52.85	978.67
Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Mbembe-Legbo	3	2008	7.312032	8.860546	4	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Mbembe-Legbo,Legboic	2	1165	7.540794	9.266704	3	BT	83	80	51.5615006870427	0.061	Africa	AGR	EW	3	Tropical deciduous forest/woodland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	152.62	29.54	1055.14
Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Lokoic	2	1647	6.885504	7.562882	3	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Lokoic,Lubila-Lokaa	1	1154	6.443445	8.020458	2	BT	85	77	70.5778604273986	0.143	Africa	AGR	EW	3	Tropical deciduous forest/woodland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	156.07	72.81	1003.78
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring	43	2673	6.328813	10.17634	18	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,Center-WestRing	25	1994	5.841086	10.67965	13	BT	98	94	77.79237731174	0.115	Africa	AGR	EW	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1386.1	400.15	1016
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam	88	2630	5.609056	10.31168	36	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,SouthernMbam-Nkam	156	2541	6.198575	10.5789	29	BT	96	121	71.9870586259211	0.809	Africa	AGR	NS	2	Tropical semi-deciduous forest	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	1376.49	278.49	980
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring	43	2673	6.328813	10.17634	18	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Ring,SouthRing	2	2642	6.275035	10.42595	4	BT	98	82	28.2599186111674	0.912	Africa	AGR	EW	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1313.27	384.95	993
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam	88	2630	5.609056	10.31168	36	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nkambe	6	2475	4.622201	9.244907	7	BT	96	82	161.425191425777	1.041	Africa	AGR	EW	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	94.4	756.39	326.17	1060.06
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Momo	2	1701	5.556167	9.790428	7	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Momo,Mundani-Njen	1	1437	6.041482	10.16746	2	BT	83	77	68.280854047282	0.259	Africa	AGR	NS	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1031.6	409.56	1061.89
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50)	2	1944	4.80551	10.9888	3	MD	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia	1	1411	4.72603	11.0982	2	MD	77	77	15.0189814786711	0.028	Africa	AGR	EW	2	Tropical semi-deciduous forest	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	75	564.3	104.02	1163.25
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu	339	2419	0.125421	19.23931	67	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20)	2	1587	-0.39897	15.4623	4	MD	216	77	424.48516537679	0.51	Africa	AGR	EW	1	Tropical evergreen forest	56.8	1	Tropical & Subtropical Moist Broadleaf Forests 	100	327.04	25.32	1661.45
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sabi,Malungu-CentralSabi	9	740	-10.97608	29.96282	7	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sabi,Malungu-CentralSabi,CentralSabi	4	493	-11.6295	29.0168	5	MD	192	147	126.313139484777	0.511	Africa	AGR	EW	3	Tropical deciduous forest/woodland	100	100	Sea	73.3	1225.4	29.72	921.4
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila	90	2155	-9.784335	18.23989	28	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene	23	1439	-13.71357	16.32162	16	BT	362	247	484.776881158759	0.677	Africa	AGR	NS	3	Tropical deciduous forest/woodland	86	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	96	1034.47	105.96	978.74
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu	339	2419	0.125421	19.23931	67	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Ngiri	213	2088	1.130718	20.28527	53	BT	216	281	161.489817700858	0.488	Africa	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	353.43	10.54	1574.83
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu	339	2419	0.125421	19.23931	67	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Likouala-Sangha	28	2056	0.58642	18.64393	10	BT	216	84	83.821568293551	0.231	Africa	AGR	EW	2	Tropical semi-deciduous forest	60	1	Tropical & Subtropical Moist Broadleaf Forests 	100	335.73	8.77	1487.6
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),GreaterManenguba	7	2199	4.9243	9.65522	9	MD	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),GreaterManenguba,Bafaw-Balong-Manenguba	12	2176	4.9243	9.65522	8	MD	77	77	0	0	Africa	AGR	NA	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	445.75	350.67	1224
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Basaa-Yaunde(A40-70),Basaa(A.40)	4	2047	4.3702	9.6403	5	MD	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Basaa-Yaunde(A40-70),Basaa(A.40),Abo-Barombi	1	1183	4.3702	9.6403	2	MD	77	77	0	0	Africa	AGR	NA	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	44.38	22.79	1189
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80)	29	2409	3.25933	13.54152	15	MD	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic	5	2381	3.14015	14.866	6	MD	77	77	147.807169606734	5.279	Africa	AGR	EW	2	Tropical semi-deciduous forest	64.7	1	Tropical & Subtropical Moist Broadleaf Forests 	100	634.13	35.14	1227.24
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu	25	1280	-9.276612	34.51308	11	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu,Bena-Hehe	1	918	-9.168902	34.10042	2	BT	131	77	46.9017650866969	0.13	Africa	AGR	EW	5	Temperate conifer forest	100	10	Montane Grasslands & Shrublands 	100	2084.06	318.81	742.71
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,InnerBasinBantu	104	2484	-1.282768	22.10965	31	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,InnerBasinBantu,Cuvette	36	2071	-2.648692	21.70006	16	BT	337	204	158.734996693423	0.384	Africa	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	398.8	19.24	1663
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila	18	1961	-7.567163	18.1552	10	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbundu(H.20)	3	1553	-10.3511	15.0867	4	MD	167	77	458.112560324098	1.123	Africa	AGR	EW	3	Tropical deciduous forest/woodland	85.4	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	835.04	95.69	1027.77
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu	231	1863	-5.967748	36.62175	33	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,Ruvu	48	1206	-5.855907	38.23468	14	BT	260	134	179.028956917624	0.272	Africa	AGR	EW	13	Tropical xerophytic shrubland	55	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	75	932.44	128.3	699.3
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,InnerBasinBantu	104	2484	-1.282768	22.10965	31	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,InnerBasinBantu,Keleic	7	1790	0.016776	23.8426	14	BT	337	171	241.114906993222	0.347	Africa	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	423.25	18.66	1602.58
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu	791	1872	-3.382516	33.10642	65	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,GreaterLuyia	10	1410	-1.049448	33.48477	17	BT	144	93	263.103355164749	0.569	Africa	AGR	NS	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	1193.58	24.01	498
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Mbozi	59	1267	-7.955739	33.24273	14	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,CorridorBantu,Mbozi,Mwika	11	906	-8.446463	31.95649	7	BT	106	112	151.882656307673	0.421	Africa	AGR	EW	3	Tropical deciduous forest/woodland	94.1	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	1221.27	172.01	583.12
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu	231	1863	-5.967748	36.62175	33	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu	27	1393	-5.857013	38.7629	16	BT	260	321	237.403899591944	0.505	Africa	AGR	EW	3	Tropical deciduous forest/woodland	42.3	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	69.2	773.63	121.64	767.31
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita	12	1828	-5.488459	35.33431	9	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita,Taita-Sagalla	1	1029	-5.776624	36.89651	2	BT	88	77	176.011289572118	0.22	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	85	1292.92	112.1	420.9
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,GreaterLega,Mituku-Lega	12	1683	-4.947118	28.9349	8	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,GreaterLega,Mituku-Lega,Mitukuic	1	1322	-4.960986	28.94516	3	BT	167	88	1.91781220762695	0.005	Africa	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1184.57	421.69	1010
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu	791	1872	-3.382516	33.10642	65	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu	22	1718	-3.250935	32.53295	17	BT	144	181	65.3930183678429	0.425	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	66.7	1192.17	38.95	515.11
Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu	791	1872	-3.382516	33.10642	65	BT	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,EastNyanza	21	1723	-3.33576	33.80306	13	BT	144	81	77.5911349470773	0.521	Africa	AGR	EW	13	Tropical xerophytic shrubland	100	7	Tropical & Subtropical Grasslands, Savannas & Shrublands 	100	1219.47	35.09	486.8
