mo	pairs_mo	BP_mo	lat_mo	lon_mo	Ntaxa_mo	method_mo	da	pairs_da	BP_da	lat_da	lon_da	Ntaxa_da	method_da	err_home_mo	err_home_da	distance	speed	area	subsistence	bearing	biome4	biome4_names	perc_b4	biome98	biome98_names	perc_b98	altitude	rugosity	npp
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo	24	962	7.72124	125.16	15	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo,CentralandSouthernManobo	15	892	7.29141	125.09	11	MD	122	129	48.4681257660182	0.692	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	619.82	281.69	1651
Austronesian,Malayo-Polynesian,LandDayak,Bidayuh-SouthernLandDayak	3	1216	0.66181	110.468	9	MD	Austronesian,Malayo-Polynesian,LandDayak,Bidayuh-SouthernLandDayak,Bidayuh	2	1055	1.17596	110.254	4	MD	106	79	61.9934773232946	0.385	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	171.31	178.08	1804
Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic	102	874	-1.73288	105.897	58	MD	Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic	146	827	-1.73288	105.897	47	MD	453	658	0	0	Austronesian	AGR	NA	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	27.12	22.1	1980
Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic	6	2672	12.48333	108.0167	12	MD	Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic	11	1483	12.48333	108.0167	11	MD	331	248	0	0	Austronesian	AGR	NA	3	Tropical deciduous forest/woodland	100	2	Tropical & Subtropical Dry Broadleaf Forests 	100	928.74	422.11	1042
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan	83	2028	3.96098	114.606	22	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Dayic	6	1237	3.58723	115.664	5	MD	165	113	124.667845295995	0.158	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	740.09	274.6	1834.14
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan	83	2028	3.96098	114.606	22	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram	15	1743	4.16535	114.367	8	MD	165	101	34.9552513693217	0.123	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	151.75	127.4	1843.4
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Sabahan	17	1433	5.39196	116.577	39	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Sabahan,SouthwestSabahan	6	1330	5.39196	116.577	36	MD	163	137	0	0	Austronesian	AGR	NA	1	Tropical evergreen forest	100	100	Sea	100	387.77	203.66	1856
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Sabahan	17	1433	5.39196	116.577	39	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Sabahan,NortheastSabahan	1	1392	7.29249	117.174	2	MD	163	77	221.635974981175	5.406	Austronesian	AGR	NS	1	Tropical evergreen forest	100	100	Sea	100	341.07	194.25	1861.25
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,CentralSarawak	8	1555	2.42408	113.8196	20	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,CentralSarawak,Melanau-Kajang	3	1473	2.03781	112.383	7	MD	126	112	165.484151581024	2.018	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	89.5	253.49	144.66	1807.68
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan	83	2028	3.96098	114.606	22	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Kenyahic	2	1587	3.4667	114.523	8	MD	165	94	55.7901450182064	0.127	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	270.83	205.34	1850
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Kayan-Murik-Modang	2	2365	1.78269	115.827	10	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Kayan-Murik-Modang,Modang-Segai	1	1376	0.80793	116.573	2	MD	98	77	136.627396999448	0.138	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	884.01	274.02	1889.75
Austronesian,Malayo-Polynesian,Sumatran,Batakic	6	1101	2.35498	99.1761	7	MD	Austronesian,Malayo-Polynesian,Sumatran,Batakic,NorthernBatak	1	320	2.51438	98.2427	3	MD	111	90	105.317363715625	0.135	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	932.25	339.43	1970.15
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic	57721	3400	-8.26947	156.541	523	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu	2254	2655	-15.8983	167.31	106	MD	919	118	1446.66982319272	1.942	Austronesian	AGR	EW	NA	Sea	100	100	Sea	93.2	NA	NA	NA
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic	57721	3400	-8.26947	156.541	523	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,CentralPacificlinkage	69	1878	-14.27872	-178.1372	46	MD	919	340	2841.96538613525	1.867	Austronesian	AGR	EW	NA	Sea	100	100	Sea	96.9	NA	NA	NA
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic	57721	3400	-8.26947	156.541	523	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic	133	1794	-9.11536	160.897	26	MD	919	129	488.492368772151	0.304	Austronesian	AGR	EW	1	Tropical evergreen forest	100	100	Sea	78.4	175.87	164.51	1889.22
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic	57721	3400	-8.26947	156.541	523	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,AdmiraltyIslands	38	2761	-2.09163	147.064	31	MD	919	126	1255.2812624671	1.964	Austronesian	AGR	EW	NA	Sea	100	100	Sea	89.8	NA	NA	NA
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic	57721	3400	-8.26947	156.541	523	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Micronesian	26	3290	7.346993	151.5986	21	MD	919	461	1822.88241808932	16.572	Austronesian	AGR	NS	NA	Sea	100	100	Sea	100	NA	NA	NA
Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage	353	2072	-1.57408	114.979	36	MD	Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,Sama-Bajaw	15	999	6.27167	120.536	9	MD	1229	384	1069.68530079679	0.997	Austronesian	AGR	NS	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	49.5	NA	NA	NA
Austronesian,Malayo-Polynesian,Sangiric,NorthernSangiric	2	767	3.50554	125.5652	3	MD	Austronesian,Malayo-Polynesian,Sangiric,NorthernSangiric,Sangil-Sangir	1	343	3.50554	125.5652	2	MD	128	77	0	0	Austronesian	AGR	NA	NA	Sea	100	100	Sea	100	NA	NA	NA
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea	347	3577	-2.07828	134.378	42	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,CenderawasihBay	82	2984	-1.7543	135.866	19	MD	246	151	169.433427035484	0.286	Austronesian	AGR	EW	1	Tropical evergreen forest	100	100	Sea	94.7	214.45	174.94	1847.19
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea	347	3577	-2.07828	134.378	42	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,RajaAmpat-SouthHalmahera	58	2010	-0.17313	130.327	17	MD	246	119	498.238329859631	0.318	Austronesian	AGR	EW	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	48.1	NA	NA	NA
Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi	63	1082	-3.33671	119.235	25	MD	Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,NorthernSouthSulawesi	27	436	-3.0811	119.484	16	MD	168	94	39.6933360278742	0.061	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	719.04	589.67	2040
Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi	63	1082	-3.33671	119.235	25	MD	Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,Tamanic-Bugis	2	1021	1.00003	112.975	4	MD	168	134	847.490682858074	13.893	Austronesian	AGR	EW	NA	Sea	100	100	Sea	52.9	NA	NA	NA
Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi	63	1082	-3.33671	119.235	25	MD	Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,Makassaric	3	562	-5.26559	119.928	5	MD	168	95	228.084912441861	0.439	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	882.3	473.36	1953.6
Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito	38	1792	-22.8	47.82	16	MD	Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Malagasic	36	996	-23.3	47.33	13	MD	1056	236	74.9479260598917	0.094	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	143.49	82.26	1632.67
Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito	38	1792	-22.8	47.82	16	MD	Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,SoutheastBarito,Maanyan-Paku	1	481	-2.1239	115.092	2	MD	1056	77	7599.42601766344	5.797	Austronesian	AGR	EW	NA	Sea	100	100	Sea	97.8	NA	NA	NA
Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,Tominic	15	972	0.50708	120.262	8	MD	Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,Tominic,SouthernTomini	10	880	-0.11396	119.862	5	MD	88	89	82.2324268177701	0.894	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	60	694.21	560	1672
Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,EasternCelebic	48	2026	-3.412	122.058	35	MD	Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,EasternCelebic,SoutheasternCelebic	143	1608	-4.6478	122.872	27	MD	186	124	164.606078942853	0.394	Austronesian	AGR	NS	1	Tropical evergreen forest	100	100	Sea	72.2	276.72	243.8	1810.22
Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,NorthernKaili-Wolio	21	917	-1.4313	120.009	12	MD	Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,NorthernKaili-Wolio,GreaterKaili	5	707	-1.35748	120.063	7	MD	133	92	10.1805099453925	0.048	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	1130.16	507.79	1925
Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,Tominic	15	972	0.50708	120.262	8	MD	Austronesian,Malayo-Polynesian,Celebic,GreaterEasternCelebic,Tominic,NorthernTomini	3	310	0.80348	120.707	3	MD	88	93	59.5170693415008	0.09	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	50	583.57	512.13	1757
Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,SouthernKaili-Wolio	3	1062	-5.33	122.67	5	MD	Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,SouthernKaili-Wolio,IslandKaili-Wolio	2	938	-5.33	122.67	4	MD	173	98	0	0	Austronesian	AGR	NA	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	207.5	154.05	1379
Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,NorthernKaili-Wolio	21	917	-1.4313	120.009	12	MD	Austronesian,Malayo-Polynesian,Celebic,Kaili-Wolio,NorthernKaili-Wolio,Uma-Sarudu	1	739	-1.7094	119.349	2	MD	133	77	79.7013049798272	0.448	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	759.84	504.34	1820
Austronesian,Malayo-Polynesian,Nunusaku,PiruBay,EastPiruBay	14	1244	-3.40779	128.526	14	MD	Austronesian,Malayo-Polynesian,Nunusaku,PiruBay,EastPiruBay,Solehua	6	874	-3.57029	128.476	12	MD	94	92	18.923327639188	0.051	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	439.36	293.91	1975
Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu	14	1852	-9.69834	119.468	11	MD	Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu,Sumba	14	885	-9.56709	119.4917	9	MD	84	87	14.8404058384939	0.015	Austronesian	AGR	NS	3	Tropical deciduous forest/woodland	100	2	Tropical & Subtropical Dry Broadleaf Forests 	100	420.96	165.93	1214
Austronesian,Malayo-Polynesian,Timor-Babar,Wetar-Atauro,Wetar	3	523	-7.84732	126.496	4	MD	Austronesian,Malayo-Polynesian,Timor-Babar,Wetar-Atauro,Wetar,Perai-Tugun-Aputai	2	390	-7.72555	126.7	3	MD	91	83	26.2676377872259	0.198	Austronesian	AGR	EW	12	Tropical savanna	100	100	Sea	80	477.04	264.39	1472
Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Babar	31	2545	-8.03209	129.721	12	MD	Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Babar,SouthBabar	12	1640	-8.13455	129.873	8	MD	94	83	20.2666395817731	0.022	Austronesian	AGR	EW	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	50	NA	NA	NA
Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Babar	31	2545	-8.03209	129.721	12	MD	Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Babar,NorthBabaric	3	1464	-7.84311	129.743	3	MD	94	87	21.1765282584285	0.02	Austronesian	AGR	NS	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	NA	NA	NA
Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu	14	1852	-9.69834	119.468	11	MD	Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu,Hawu-Dhao	1	1105	-10.8098	122.658	2	MD	84	77	370.688138127531	0.496	Austronesian	AGR	EW	NA	Sea	100	100	Sea	66.7	NA	NA	NA
Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,FloresBarat	5	1076	-8.578948	120.9754	15	MD	Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,FloresBarat,CentralFlores-Paluqe	4	833	-8.70513	121.31	8	MD	93	93	39.4126339580667	0.162	Austronesian	AGR	EW	3	Tropical deciduous forest/woodland	100	2	Tropical & Subtropical Dry Broadleaf Forests 	100	517.76	302.17	1201.5
Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Luangic-Kisaric	4	1000	-8.19808	127.674	4	MD	Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Luangic-Kisaric,Kisaric	1	913	-8.05122	127.18	2	MD	99	77	56.8415972496397	0.653	Austronesian	AGR	EW	NA	Sea	100	100	Sea	87.5	NA	NA	NA
Austronesian,Malayo-Polynesian,GreaterSeramLaut,Banda-Geser,SeranLaut	7	2293	-4.47294	131.641	6	MD	Austronesian,Malayo-Polynesian,GreaterSeramLaut,Banda-Geser,SeranLaut,Koiwai-Irarutu	2	2156	-2.94438	133.586	3	MD	128	103	275.016938233512	2.007	Austronesian	AGR	EW	NA	Sea	100	100	Sea	96.7	NA	NA	NA
Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Luangic-Kisaric	4	1000	-8.19808	127.674	4	MD	Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Luangic-Kisaric,Luangic	1	710	-8.19808	127.674	2	MD	99	77	0	0	Austronesian	AGR	NA	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	NA	NA	NA
Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Teun-Nila-Serua	2	744	-6.734956	129.5121	3	MD	Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Teun-Nila-Serua,Nila-Serua	1	559	-6.734956	129.5121	2	MD	83	77	0	0	Austronesian	AGR	NA	NA	Sea	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	NA	NA	NA
Austronesian,Malayo-Polynesian,Tanimbar-Bomberai,NuclearTanimbar-Bomberai,Yamdena-Onin	3	1671	-3.45498	132.745	4	MD	Austronesian,Malayo-Polynesian,Tanimbar-Bomberai,NuclearTanimbar-Bomberai,Yamdena-Onin,Oninic	3	934	-2.65849	132.469	3	MD	144	97	93.8228826087043	0.127	Austronesian	AGR	NS	1	Tropical evergreen forest	100	100	Sea	81.8	222.48	267.36	1925.41
Austronesian,Malayo-Polynesian,Nunusaku,PiruBay,EastPiruBay	14	1244	-3.40779	128.526	14	MD	Austronesian,Malayo-Polynesian,Nunusaku,PiruBay,EastPiruBay,EasternLittoralPiruBay	1	923	-3.36682	129.243	2	MD	94	77	79.8070523840453	0.249	Austronesian	AGR	EW	1	Tropical evergreen forest	100	100	Sea	70	515.25	369.95	1985.4
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan	78	710	11.4122	122.954	27	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,WestBisayan	3	530	11.55432	122.3541	7	MD	304	96	67.3289212431911	0.374	Austronesian	AGR	EW	2	Tropical semi-deciduous forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	165.68	126.7	1377.78
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan	78	710	11.4122	122.954	27	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,SouthBisayan	2	578	9	126	4	MD	304	125	428.312570057017	3.245	Austronesian	AGR	EW	1	Tropical evergreen forest	77.8	100	Sea	64.4	112.32	109.16	1245.37
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan	78	710	11.4122	122.954	27	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan	14	569	11.2144	123.755	11	MD	304	115	90.1642040676999	0.639	Austronesian	AGR	EW	1	Tropical evergreen forest	54.5	100	Sea	72.7	54.33	53.84	1091.82
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol	5	379	13.4566	123.463	8	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,CoastalBikol	1	40	13.7574	123.403	2	MD	96	77	34.1083681261682	0.101	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	185.67	214.69	1751
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Mansakan	6	260	7.10698	125.61	7	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Mansakan,EasternMansakan	1	174	7.50481	126.409	2	MD	109	77	98.7136582659837	1.148	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	91.7	654.11	393.74	1726.79
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo,CentralandSouthernManobo	15	892	7.29141	125.09	11	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo,CentralandSouthernManobo,East-West-CentralManobo	6	554	7.7789	125.499	8	MD	129	93	70.5847948204	0.209	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	590.81	426.11	1615
Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo,CentralandSouthernManobo	15	892	7.29141	125.09	11	MD	Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Manobo,CentralandSouthernManobo,SouthManobo	2	827	6.9712	125.175	3	MD	129	114	36.8613908518394	0.567	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	590.81	426.11	1615
Austronesian,Malayo-Polynesian,LandDayak,Bidayuh-SouthernLandDayak,Bidayuh	2	1055	1.17596	110.254	4	MD	Austronesian,Malayo-Polynesian,LandDayak,Bidayuh-SouthernLandDayak,Bidayuh,Central-WesternBidayuh	1	746	1.54467	109.985	2	MD	79	77	50.8020779177102	0.164	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	160.06	190.51	1750.43
Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic	11	1483	12.48333	108.0167	11	MD	Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic,Cham	1	781	11.2853	108.49	2	MD	248	77	142.9829215342	0.204	Austronesian	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	50	928.74	422.11	958
Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic	11	1483	12.48333	108.0167	11	MD	Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic,Chru-NorthernCham	2	1354	11.6625	108.529	5	MD	248	151	107.04785383968	0.83	Austronesian	AGR	NS	3	Tropical deciduous forest/woodland	100	2	Tropical & Subtropical Dry Broadleaf Forests 	53.8	925.28	428.28	956.54
Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic	146	827	-1.73288	105.897	47	MD	Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,GreaterRiau-Johoric	5	802	2.64582	103.342	10	MD	658	338	564.307983337641	22.572	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	60.3	24.48	12.33	1990.44
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram	15	1743	4.16535	114.367	8	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram,LowerBaram	6	1019	4.16535	114.367	5	MD	101	100	0	0	Austronesian	AGR	NA	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	36.86	35.68	1848
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram	15	1743	4.16535	114.367	8	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram,Berawan	2	1396	3.97194	114.565	3	MD	101	77	30.7721449918326	0.089	Austronesian	AGR	EW	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	92.68	134.52	1844.8
Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,CentralSarawak,Melanau-Kajang	3	1473	2.03781	112.383	7	MD	Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,CentralSarawak,Melanau-Kajang,Melanau	3	1148	2.26758	111.763	4	MD	112	91	73.5594745344447	0.226	Austronesian	AGR	EW	1	Tropical evergreen forest	100	100	Sea	100	58.39	46	1745.11
Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran,South-CentralCordilleran	55	1351	17.0319	121.11	30	MD	Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran,South-CentralCordilleran,CentralCordilleran	30	1083	17.2239	121.091	23	MD	104	91	21.4687044549314	0.08	Austronesian	AGR	NS	1	Tropical evergreen forest	100	3	Tropical & Subtropical Coniferous Forests 	100	884.33	559.99	1370
Austronesian,Malayo-Polynesian,Sumatran,Batakic,Central-SouthernBatak	2	1350	2.35498	99.1761	4	MD	Austronesian,Malayo-Polynesian,Sumatran,Batakic,Central-SouthernBatak,SouthernBatak	1	702	1.66127	99.60248	3	MD	84	89	90.6285612762682	0.14	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	842.4	289.63	1834.36
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian	88	5597	-20.8489	165.13	42	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian	24	4923	-21.096	165.15	33	MD	214	143	27.5854924524523	0.041	Austronesian	AGR	NS	3	Tropical deciduous forest/woodland	100	1	Tropical & Subtropical Moist Broadleaf Forests 	100	294.85	213.07	1051.67
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu	2254	2655	-15.8983	167.31	106	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu	675	2108	-15.25528	167.1389	49	MD	118	114	73.8945618476917	0.135	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	55.6	469.53	326.01	1930
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian	88	5597	-20.8489	165.13	42	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,SouthernVanuatu	17	3154	-19.3733	169.303	9	MD	214	78	466.08892009851	0.191	Austronesian	AGR	EW	NA	Sea	100	100	Sea	93.9	NA	NA	NA
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage	10167	3775	-6.23575	149.571	237	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage	494	3169	-10.1246	150.172	63	MD	245	172	437.938549280429	0.723	Austronesian	AGR	NS	1	Tropical evergreen forest	100	1	Tropical & Subtropical Moist Broadleaf Forests 	97.8	239.92	170.78	1952.69
Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu	2254	2655	-15.8983	167.31	106	MD	Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu	693	2482	-16.3579	167.697	57	MD	118	104	65.8050999906893	0.38	Austronesian	AGR	NS	NA	Sea	100	100	Sea	100	NA	NA	NA
